task,gpt56_score,r16_reward,r16_n,glm52_verifier_mean,glm52_composite_mean,glm52_n
rust-shaper-scheduler,1.0,,,0.0000,0.3000,8
rust-token-auditor,1.0,,,1.0000,0.8845,8
rust-toolchain-audit-repair,1.0,,,0.0000,0.2775,8
sable-maze-champion-deck,1.0,,,1.0000,0.9943,8
sagnac-closure-reduction,1.0,,,0.0000,0.1708,8
saml-cert-rotation-atlas,1.0,,,0.0000,0.3000,8
sandbox-invoice-rules,1.0,,,0.6250,0.7323,8
sarif-baseline-fingerprint-fix,1.0,,,0.8750,0.7664,8
satellite-mosaic-tile-fix,1.0,,,0.0000,0.2604,8
satellite-plan-fix,1.0,,,1.0000,0.9970,8
sc-ldpc-density-evolution,1.0,,,0.6250,0.4969,8
scaffold-overkeep,1.0,,,1.0000,0.9831,8
scala-league-standings,1.0,,,1.0000,0.9833,8
scala-ledger-fold,1.0,,,0.3750,0.5601,8
schafkopf-referee-rules,1.0,,,0.0000,0.3000,8
schema-drift-normalizer,1.0,,,0.0000,0.3000,8
schema-replay-parity,1.0,,,0.7500,0.7906,8
scholarship-effect-estimate,1.0,,,0.7500,0.6984,8
scim-gateway-audit,1.0,,,0.7500,0.8100,8
scope-replay-drift,1.0,,,1.0000,0.9641,8
scope-trace-reconcile,1.0,,,0.8750,0.8707,8
scoped-token-env-inherit,1.0,,,0.0000,0.2250,8
scte-ad-break-recon,1.0,,,0.6250,0.6728,8
sdk-change-audit,1.0,,,1.0000,0.9750,8
seal-admission-auditor,1.0,,,0.8750,0.9125,8
seal-release-rulings,1.0,,,0.5000,0.6275,8
seat-migration-drift,1.0,,,0.1250,0.2603,8
section-safety-audit,1.0,,,0.0000,0.2421,8
secureboot-trust-auditor,1.0,,,0.8750,0.8569,8
security-authority-type-drift,1.0,,,0.6250,0.6388,8
security-manifest-audit,1.0,,,0.0000,0.3000,8
seed-cup-adjudicator,1.0,,,0.6250,0.7316,8
seed-ledger-verifier,1.0,,,0.8750,0.8967,8
seeded-memory-engine,1.0,,,0.2500,0.4656,8
segment-count-repair,1.0,,,0.2500,0.4404,8
segment-replay-recovery,1.0,,,0.5000,0.6031,8
seismic-hypocenter-locator,1.0,,,0.7500,0.7465,8
seismic-policy-arbiter,1.0,,,0.6250,0.6893,8
semver-backtrack,1.0,,,0.5000,0.6457,8
semver-cheapest-resolver,1.0,,,1.0000,0.9312,8
semver-registry-fix,1.0,,,0.7500,0.7746,8
semver-report-forge,1.0,,,0.0000,0.3000,8
sensor-gateway-assignment,1.0,,,0.8750,0.8703,8
sentrylane-policy-sync,1.0,,,1.0000,0.9957,8
session-ledger-reconcile,1.0,,,0.2500,0.4629,8
session-state-replay,1.0,,,0.8750,0.8078,8
settle-race-audit,1.0,,,0.0000,0.2855,8
sgf-repeat-replay,1.0,,,0.0000,0.2693,8
shadow-fraud-audit,1.0,,,0.5000,0.6295,8
shamir-vault-cli,1.0,,,0.8750,0.6734,8
shard-locality-balance,1.0,,,1.0000,0.9885,8
shared-formula-extractor,1.0,,,0.8750,0.9125,8
shared-tree-replay,1.0,,,0.0000,0.2794,8
ship-attest-vault-custody,1.0,,,0.1250,0.2250,8
shock-report-contract-fix,1.0,,,0.0000,0.2422,8
shopper-conversion-leakage,1.0,,,0.7500,0.8150,8
shopping-product-ranking,1.0,,,1.0000,0.9857,8
sidecar-lease-stall,1.0,,,0.7500,0.7160,8
sigil-auction-replay,1.0,,,0.0000,0.2903,8
signage-provisioning-repair,1.0,,,0.8750,0.8615,8
signature-span-union,1.0,,,0.6250,0.5552,8
signed-capsule-rollover,1.0,,,1.0000,1.0000,8
signed-revocation-gossip,1.0,,,0.0000,0.3000,8
site-hourly-rollup,1.0,,,0.8750,0.8210,8
site-prior-residuals,1.0,,,0.0000,0.2186,8
skewed-retry-timer,1.0,,,0.0000,0.2878,8
sklearn-isotonic-fit,1.0,,,0.0000,0.2180,8
skyweight-mobile-workbench,1.0,,,1.0000,0.9747,8
slabtrack-lock-adapter,1.0,,,0.7500,0.7636,8
sluice-replay-align,1.0,,,1.0000,0.9953,8
small-vector-angle,1.0,,,1.0000,0.9755,8
smart-grid-restoration-auditor,1.0,,,0.7500,0.7739,8
snapshot-integrity-rebuild,1.0,,,0.0000,0.3000,8
snapshot-quorum-reconcile,1.0,,,0.1250,0.3109,8
snapshot-slot-replay-fix,1.0,,,1.0000,0.9644,8
snorkel-review-reconcile,1.0,,,0.2500,0.3422,8
sobol-qrng-quality-fix,1.0,,,0.3750,0.4480,8
sokoban-box-pusher,1.0,,,1.0000,0.9744,8
sokoban-push-optimal-search,1.0,,,1.0000,0.8931,8
sokoban-replay-consistency,1.0,,,1.0000,0.9875,8
sops-custody-remediation,1.0,,,1.0000,0.9700,8
spam-cluster-repair,1.0,,,0.3750,0.5143,8
sparse-attention-budget-fix,1.0,,,1.0000,1.0000,8
spectral-refine-packaging,1.0,,,0.0000,0.0473,8
spectral-replay-classifier,1.0,,,0.2500,0.4233,8
spectrometer-calibration-trust,1.0,,,0.7500,0.7536,8
spectroscopy-ledger-reconcile,1.0,,,1.0000,0.9925,8
spherical-bessel-kernel,1.0,,,0.6250,0.7013,8
spiral-c-classifier,1.0,,,0.1250,0.3659,8
split-dialect-testcases,1.0,,,0.0000,0.2700,8
spring-pool-replay,1.0,,,0.8750,0.8257,8
sql-protoninja-manifest,1.0,,,0.2500,0.3139,8
sqlite-anomaly-engine,1.0,,,0.5000,0.6473,8
sqlite-mutex-repair,1.0,,,0.7500,0.7125,8
sqlite-refund-schema-lift,1.0,,,0.7500,0.7372,8
sqlite-sprite-refresh,1.0,,,0.0000,0.2970,8
sqlite-yard-bay-planner,1.0,,,1.0000,0.9944,8
sso-generation-reconcile,1.0,,,0.5000,0.6222,8
stabilized-advection-diffusion,1.0,,,1.0000,0.9456,8
stable-bessel-recurrence,1.0,,,1.0000,0.9625,8
stable-rollup-canonical-audit,1.0,,,0.7500,0.7940,8
stacked-policy-attachments,1.0,,,0.1250,0.3425,8
stage-rigging-router,1.0,,,0.1250,0.3733,8
stained-glass-api-repair,1.0,,,1.0000,0.8836,8
staircase-game-judge,1.0,,,1.0000,1.0000,8
stale-floor-summary-fix,1.0,,,0.8750,0.8513,8
stale-mount-recovery,1.0,,,0.0000,0.1812,8
stale-range-release-order,1.0,,,1.0000,1.0000,8
stambaugh-bond-bias-corrector,1.0,,,0.7500,0.8250,8
stambaugh-trend-panel,1.0,,,1.0000,0.8875,8
state-death-rate-prediction,1.0,,,0.1250,0.1989,8
stateful-symbol-labeler,1.0,,,1.0000,1.0000,8
station-spectrum-provenance,1.0,,,0.0000,0.2871,8
stock-panel-regression,1.0,,,0.8750,0.8750,8
stoich-charge-balancer,1.0,,,1.0000,0.9915,8
streaming-risk-classifier,1.0,,,0.5000,0.6275,8
strict-schema-validator,1.0,,,0.0000,0.3000,8
student-registration-audit,1.0,,,0.8750,0.9077,8
studio-prop-ledger,1.0,,,0.8750,0.8689,8
sudoku-stream-auditor,1.0,,,1.0000,0.9960,8
support-ticket-triage,1.0,,,1.0000,1.0000,8
suppression-window-repair,1.0,,,0.5000,0.6050,8
surrogate-effect-transport,1.0,,,0.8750,0.9074,8
survey-effort-optimizer,1.0,,,0.8750,0.8777,8
sv39-translation-audit,1.0,,,0.8750,0.8591,8
symver-audit-repair,1.0,,,0.1250,0.3210,8
syndicate-prorata-replay,1.0,,,0.0000,0.2898,8
sysctl-lane-closure,1.0,,,0.0000,0.1953,8
sysroot-catalog-resolver,1.0,,,0.7500,0.7525,8
systemd-timer-cascade-audit,1.0,,,0.5000,0.6047,8
talent-gig-pipeline,1.0,,,1.0000,0.8849,8
tank-bundle-assignment,1.0,,,1.0000,0.9287,8
tar-incremental-recovery,1.0,,,0.0000,0.2153,8
tar-metadata-parser,1.0,,,0.6250,0.7181,8
tarball-integrity-gate,1.0,,,1.0000,0.9625,8
tcp-reassembly-window-fix,1.0,,,0.8750,0.9015,8
telegraph-cipher-custody,1.0,,,0.0000,0.2600,8
telehealth-visit-filter,1.0,,,0.8750,0.8482,8
telemetry-hydration-drift,1.0,,,0.0000,0.2789,8
telemetry-pivot-csv,1.0,,,0.8750,0.8809,8
tenant-cache-replay,1.0,,,0.0000,0.2597,8
tenant-compaction-balances,1.0,,,0.3750,0.5283,8
tenant-hmac-rotation-audit,1.0,,,0.5000,0.5187,8
tenant-wheel-verdict-sync,1.0,,,0.8750,0.9125,8
tensor-stream-scheduler,1.0,,,1.0000,1.0000,8
terraced-boulder-solver,1.0,,,1.0000,1.0000,8
terraform-cost-forecaster,1.0,,,0.2500,0.4750,8
thaw-ledger-drift,1.0,,,1.0000,0.9531,8
theater-cue-scheduler,1.0,,,0.8750,0.8654,8
theater-seat-ledger,1.0,,,1.0000,0.9666,8
thin-pool-tear-repair,1.0,,,0.0000,0.2948,8
thread-bound-recipe-replay,1.0,,,0.7500,0.7665,8
threadsafe-reward-loader,1.0,,,0.8750,0.9125,8
ticket-assignment-resolutions,1.0,,,1.0000,0.9819,8
ticket-binding-repair,1.0,,,0.0000,0.2605,8
tide-alert-adjudicator,1.0,,,0.8750,0.8315,8
tile-route-budget-audit,1.0,,,0.5000,0.6205,8
tilemap-reach-audit,1.0,,,0.7500,0.8208,8
timeline-replay-packer-fix,1.0,,,0.0000,0.2515,8
timetable-rail-router,1.0,,,1.0000,0.8308,8
tls-auth-runbook-gate,1.0,,,0.1250,0.3173,8
tls-handshake-docket,1.0,,,0.5000,0.4456,8
tls-renegotiation-triage,1.0,,,0.0000,0.2595,8
tls-rollout-gate,1.0,,,0.2500,0.4692,8
tls-wildcard-anchor,1.0,,,0.3750,0.4383,8
tls-witness-coherence,1.0,,,0.0000,0.2503,8
tmpfiles-retention-auditor,1.0,,,0.5000,0.6475,8
token-scope-policy,1.0,,,0.1250,0.3723,8
tokengate-bucket-restart-fix,1.0,,,1.0000,0.9537,8
toll-ledger-rating,1.0,,,1.0000,0.9709,8
toml-canon-report,1.0,,,0.0000,0.2625,8
toml-validator-overhaul,1.0,,,0.0000,0.2672,8
toolchain-compat-cartographer,1.0,,,1.0000,0.9153,8
topicguard-quota-rebuild,1.0,,,0.0000,0.2078,8
torsion-sweep-controller,1.0,,,0.0000,0.2974,8
torus-frame-wilson-census,1.0,,,0.8750,0.9087,8
totient-sqlite-service,1.0,,,0.8750,0.8216,8
tpm-evidence-auditor,1.0,,,0.6250,0.7232,8
trace-lane-repair,1.0,,,0.0000,0.1562,8
trace-ledger-recall-scope,1.0,,,0.0000,0.1978,8
trace-pipeline-truth-lock,1.0,,,1.0000,0.9566,8
transaction-journal-replayer,1.0,,,0.1250,0.3171,8
transit-etl-dashboard-fix,1.0,,,0.8750,0.9043,8
transparency-log-audit,1.0,,,0.5000,0.5609,8
transplant-relapse-effect,1.0,,,0.7143,0.7328,7
transport-cohort-block,1.0,,,0.0000,0.2625,8
travel-perdiem-report,1.0,,,0.0000,0.1300,8
treaty-game-cli,1.0,,,0.8750,0.8652,8
trek-itinerary-planner,1.0,,,0.1250,0.3875,8
triage-naive-bayes,1.0,,,0.7500,0.7378,8
trial-site-placement,1.0,,,1.0000,0.7672,8
trust-root-monotonicity,1.0,,,0.0000,0.2946,8
ttl-cache-stats-fix,1.0,,,0.1250,0.2520,8
ttl-deadlock-fairness,1.0,,,1.0000,0.9707,8
tuf-capsule-adjudicator,1.0,,,1.0000,0.9875,8
tuf-trust-examiner,1.0,,,0.8750,0.8617,8
turkish-draughts-perft,1.0,,,1.0000,0.9544,8
tuyere-digest-verdict-fix,1.0,,,0.7500,0.8190,8
two-stage-setup-scheduler,1.0,,,0.6250,0.7288,8
txn-log-recovery,1.0,,,1.0000,0.9846,8
typed-csv-query-fix,1.0,,,1.0000,0.9520,8
typescript-monorepo-build-fix,1.0,,,1.0000,0.8290,8
typescript-quota-proxy,1.0,,,0.6250,0.6831,8
tzdb-drift-gate,1.0,,,0.0000,0.2898,8
tzif-parser-repair,1.0,,,0.7500,0.8184,8
uk-labor-gmm-panel,1.0,,,0.6250,0.6830,8
unicode-grapheme-width,1.0,,,0.8750,0.9099,8
unit-transaction-resolver,1.0,,,1.0000,1.0000,8
unix-permission-audit,1.0,,,1.0000,0.9603,8
uplink-admission-hmac,1.0,,,0.2500,0.3625,8
usage-meter-sealer,1.0,,,1.0000,0.9819,8
user-profile-access-guard,1.0,,,0.5000,0.6018,8
utf8-ingest-contract,1.0,,,1.0000,0.8125,8
vat-load-optimizer,1.0,,,0.7500,0.8239,8
vault-merge-replay,1.0,,,0.8750,0.9076,8
vault-security-hardening,1.0,,,0.0000,0.2977,8
veb-trace-reducer,1.0,,,0.0000,0.1894,8
vent-release-authorizer,1.0,,,0.8750,0.8593,8
verified-platform-selector,1.0,,,0.7500,0.8250,8
veteran-aft-survival,1.0,,,1.0000,0.9625,8
vga-rect-comboot,1.0,,,0.3750,0.5072,8
vine-cycle-solver,1.0,,,0.8750,0.8375,8
visibility-lease-race,1.0,,,1.0000,0.9472,8
visible-proof-frontier,1.0,,,1.0000,0.9880,8
vlan-ledger-reconciliation,1.0,,,0.0000,0.2573,8
voice-gate-reconstruction,1.0,,,0.7500,0.8103,8
voigt-log-derivatives,1.0,,,0.7500,0.8219,8
volcanic-gas-ratios,1.0,,,0.0000,0.3000,8
voxel-carver-repair,1.0,,,1.0000,0.9878,8
vtable-thunk-detector,1.0,,,1.0000,0.9398,8
wal-recovery-metadata-exception,1.0,,,0.0000,0.2125,8
wal-replay-checksum-order,1.0,,,1.0000,0.9582,8
ward-context-relabel,1.0,,,0.7500,0.7527,8
warehouse-lineage-purge,1.0,,,1.0000,0.9918,8
warehouse-pick-labor-report,1.0,,,0.8750,0.8958,8
warehouse-replay-ledger,1.0,,,0.3750,0.5250,8
warm-lane-digest-parity,1.0,,,0.6250,0.6250,8
warm-order-mac-drift,1.0,,,0.0000,0.1694,8
warm-slot-lease-acls,1.0,,,1.0000,0.9904,8
warmup-resume-drift,1.0,,,1.0000,0.9525,8
wasm-bootstrap-drift,1.0,,,0.0000,0.2790,8
wastewater-trend-cli,1.0,,,0.1250,0.3528,8
watchdog-recovery-matrix,1.0,,,0.0000,0.2895,8
watermark-window-fix,1.0,,,1.0000,0.9746,8
waterworks-logbook-repair,1.0,,,0.2500,0.2734,8
wcs-projection-core,1.0,,,0.0000,0.2645,8
weather-contract-repair,1.0,,,1.0000,0.9801,8
webauthn-assertion-hardening,1.0,,,1.0000,0.9516,8
webhook-cutover-fix,1.0,,,0.0000,0.2795,8
webhook-replay-protection,1.0,,,1.0000,0.9790,8
webhook-resume-exactly-once,1.0,,,1.0000,0.9602,8
webhook-retry-reports,1.0,,,0.2500,0.4750,8
weighted-isotonic-queries,1.0,,,0.0000,0.2171,8
weighted-payout-allocation,1.0,,,1.0000,0.9250,8
weighted-ring-routing,1.0,,,0.0000,0.2818,8
wild-ones-bluffer,1.0,,,0.6250,0.6906,8
wildfire-radio-drill,1.0,,,0.8750,0.9106,8
wine-ordinal-judge,1.0,,,0.8750,0.8690,8
witness-lineage-column-drift,1.0,,,0.0000,0.2701,8
witness-quorum-gate,1.0,,,0.3750,0.5000,8
workspace-feature-unification,1.0,,,0.7500,0.8190,8
workspace-impact-normalizer,1.0,,,0.6250,0.7375,8
workspace-recovery-reconcile,1.0,,,0.5000,0.6375,8
wound-wait-validator-fix,1.0,,,1.0000,0.9946,8
wrapmod-trace-parity,1.0,,,0.7500,0.8250,8
wvidx-wave-reconcile,1.0,,,0.0000,0.1630,8
xds-route-drain-audit,1.0,,,0.0000,0.2955,8
xiangqi-clock-arbiter,1.0,,,0.1250,0.3734,8
xmc1-parser-hardening,1.0,,,1.0000,0.9510,8
xml-roundtrip-preservation,1.0,,,1.0000,0.9868,8
yard-lease-attestation,1.0,,,1.0000,0.9956,8
yard-switch-plan,1.0,,,0.3750,0.4746,8
zendesk-ticket-reconciliation,1.0,,,1.0000,0.9760,8
zero-trust-regression,1.0,,,0.1250,0.2130,8
zeroization-lineage-reconcile,1.0,,,0.0000,0.1931,8
zone-replay-auditor,1.0,,,0.0000,0.2575,8
zstd-lineage-report-fix,1.0,,,0.0000,0.1727,8
abi-drift-reconcile,0.875,,,0.7500,0.8121,8
abi-evolution-gate,0.875,,,0.0000,0.1905,8
access-trace-failover-fix,0.875,,,0.6250,0.7082,8
acl-verdict-drift,0.875,,,0.6250,0.7284,8
acoustic-fwi-phase-fix,0.875,,,0.0000,0.2220,8
adaptive-grazing-agent,0.875,,,0.7500,0.7333,8
aether-conclave-planner,0.875,,,0.6250,0.7125,8
air-quality-co-prediction,0.875,,,0.8750,0.9059,8
anchor-journal-replay-order,0.875,,,0.0000,0.2812,8
ansible-deploy-remediation,0.875,,,1.0000,0.8972,8
apiary-bait-optimizer,0.875,,,0.1250,0.3554,8
archive-retention-repair,0.875,,,1.0000,1.0000,8
array-alpha-replay-regression,0.875,,,1.0000,0.9824,8
array-bearing-estimation,0.875,,,1.0000,1.0000,8
asthma-temporal-calibrator,0.875,,,0.8750,0.8579,8
atlasrank-serving-auditor,0.875,,,0.3750,0.5542,8
atomic-capture-resolver,0.875,,,0.6250,0.7375,8
attrflow-glob-rules,0.875,,,0.6250,0.6869,8
audit-pack-desk-rebuild,0.875,,,0.3750,0.4471,8
autofs-nfs-policy,0.875,,,0.6250,0.5200,8
ballot-ledger-auditor,0.875,,,0.0000,0.1703,8
bandit-log-ope-audit,0.875,,,0.3750,0.5625,8
barrier-coupon-sizer,0.875,,,0.6250,0.5750,8
base64-clue-treasure,0.875,,,1.0000,0.9829,8
baseline-audit-reports,0.875,,,0.0000,0.2615,8
bastion-seal-audit,0.875,,,0.5000,0.6225,8
bathymetry-tile-ledger,0.875,,,0.1250,0.2918,8
bcg-latitude-meta-analysis,0.875,,,1.0000,0.9234,8
beacon-profile-planner,0.875,,,0.8750,0.8398,8
bed12-isoform-compaction,0.875,,,0.8750,0.7495,8
berth-release-ledger,0.875,,,0.8750,0.7981,8
bfv-ring-ntt,0.875,,,0.0000,0.2617,8
bgp-drain-planner,0.875,,,0.2500,0.4690,8
bgp-reflector-auditor,0.875,,,0.3750,0.4962,8
bishop-diamond-cycle,0.875,,,0.7500,0.7599,8
blind-center-solver,0.875,,,1.0000,0.9967,8
bond-accrual-engine,0.875,,,0.1250,0.2604,8
bpe-lane-encode-verifier,0.875,,,0.0000,0.2274,8
bracket-seeding-cascade,0.875,,,0.7500,0.8250,8
branchseal-merge-attestation,0.875,,,0.1250,0.3125,8
build-log-viewer-repair,0.875,,,0.0000,0.2597,8
bullpen-pitch-planner,0.875,,,0.6250,0.6596,8
bumpctl-trauma-reconciliation,0.875,,,1.0000,1.0000,8
bunch-kaufman-audit,0.875,,,0.3750,0.5625,8
cache-prune-planner,0.875,,,0.8750,0.8683,8
calibrated-attrition-ranking,0.875,,,0.6250,0.7122,8
canfleet-decoder-pipeline,0.875,,,0.2500,0.4520,8
cantilever-eigenmode-validation,0.875,,,0.5000,0.6250,8
cap-mtime-replay-fix,0.875,,,0.0000,0.2944,8
cargo-feature-convergence,0.875,,,0.0000,0.2625,8
cargo-manifest-decoder,0.875,,,0.5000,0.6119,8
cargo-offline-catalog-release,0.875,,,0.3750,0.5217,8
cascade-invalidation-repair,0.875,,,0.2500,0.4375,8
cassino-referee-replay,0.875,,,0.6250,0.7223,8
casx-store-manifest,0.875,,,0.5000,0.5750,8
catalog-triad-overhaul,0.875,,,0.0000,0.1074,8
cathode-trial-planner,0.875,,,0.5000,0.6103,8
cdn-cache-rfc-replay,0.875,,,0.8750,0.7651,8
cego-replay-trace,0.875,,,0.6250,0.7375,8
ceph-quorum-reconcile,0.875,,,0.1250,0.3802,8
cerbos-trust-attestation,0.875,,,0.0000,0.2527,8
certificate-usage-audit,0.875,,,0.6250,0.7288,8
checker-witness-repair,0.875,,,0.0000,0.1542,8
chronicle-window-replay,0.875,,,0.3750,0.5092,8
chrony-smear-replay-locks,0.875,,,0.7500,0.8217,8
citation-risk-query,0.875,,,1.0000,0.9199,8
clinic-webhook-ingress-hardening,0.875,,,0.0000,0.2522,8
clips-roster-audit,0.875,,,0.8750,0.9111,8
cloister-format-validator,0.875,,,0.5000,0.6191,8
cmake-risk-report,0.875,,,1.0000,0.8933,8
cmyk-screen-angle-halftone,0.875,,,0.8750,0.8797,8
cold-chain-model-repair,0.875,,,0.5000,0.6500,8
column-tracer-analyzer,0.875,,,0.7500,0.8085,8
config-drift-reconciler,0.875,,,0.0000,0.2721,8
confounded-dose-shift,0.875,,,0.7500,0.7922,8
consul-fixture-drift-audit,0.875,,,0.7500,0.7875,8
container-policy-audit-fix,0.875,,,0.8750,0.9097,8
contraction-audit-repair,0.875,,,0.3750,0.4943,8
convex-polygon-totals,0.875,,,0.6250,0.6380,8
cookchill-compliance-validator,0.875,,,0.0000,0.1588,8
corners-game-solver,0.875,,,0.6250,0.6857,8
crate-registry-resolver,0.875,,,0.7500,0.7500,8
credctl-lane-bind-hydration,0.875,,,0.0000,0.2803,8
credit-committee-calibration,0.875,,,0.0000,0.2504,8
cron-firetime-oracle,0.875,,,0.0000,0.1500,8
cuckoo-filter-service,0.875,,,0.3750,0.5625,8
cure-kinetics-calibration,0.875,,,0.1250,0.3389,8
cursor-ledger-cli,0.875,,,0.6250,0.6734,8
custody-gate-authorization,0.875,,,0.1250,0.3295,8
cyclewalk-thp-manifest-fix,0.875,,,1.0000,0.9882,8
deal-distribution-waterfall,0.875,,,0.6250,0.7375,8
debian-dependency-solver,0.875,,,0.0000,0.3000,8
decoy-subnet-optimizer,0.875,,,1.0000,0.9769,8
deed-revenue-districts,0.875,,,1.0000,1.0000,8
deicing-deficit-replay,0.875,,,0.8750,0.8844,8
delayed-actuator-orbit,0.875,,,0.6250,0.5568,8
delta-reconnect-report,0.875,,,1.0000,1.0000,8
depfetch-vendor-sync,0.875,,,1.0000,0.9966,8
deprecation-rollup-reports,0.875,,,0.7500,0.8160,8
detective-luma-regressions,0.875,,,1.0000,1.0000,8
diabetes-readmission-calibration,0.875,,,0.6250,0.7061,8
divert-lane-obligation-pack,0.875,,,0.6250,0.7350,8
dns-ladder-coherence,0.875,,,0.0000,0.0544,8
dnssec-trust-anchor-review,0.875,,,0.1250,0.3573,8
doctor-visit-ridge,0.875,,,0.3750,0.5309,8
dose-volume-coverage,0.875,,,0.8750,0.7964,8
draughts-movegen-captures,0.875,,,0.8750,0.8638,8
drydock-format-validator,0.875,,,0.3750,0.4954,8
dwarf-path-cost,0.875,,,1.0000,0.9472,8
edge-reconnect-ledger,0.875,,,0.1250,0.3271,8
elastic-log-anomalies,0.875,,,0.7500,0.8013,8
epoch-bind-reconcile,0.875,,,0.8750,0.8583,8
escrow-settlement-calculator,0.875,,,0.0000,0.2250,8
evidence-custody-review,0.875,,,0.5000,0.6427,8
evm-bytecode-replayer,0.875,,,0.7500,0.8190,8
exact-root-interleave,0.875,,,0.1250,0.2972,8
fabert-wide-table-scoring,0.875,,,0.8750,0.7835,8
facts-reconcile-export,0.875,,,0.7500,0.7911,8
fao-yield-harmonization,0.875,,,0.8750,0.8438,8
faremesh-trust-chain,0.875,,,0.8750,0.9125,8
fastq-qc-loader,0.875,,,0.5000,0.6500,8
federated-lane-recovery,0.875,,,0.7500,0.7856,8
fenwick-stat-engine,0.875,,,0.3750,0.5625,8
firewall-policy-hardening,0.875,,,0.6250,0.6794,8
firewall-window-adjudicator,0.875,,,0.1250,0.3348,8
fixed-exercise-effect,0.875,,,0.8750,0.8724,8
fontconfig-metadata-resolver,0.875,,,0.5000,0.6219,8
forgelock-release-resolver,0.875,,,0.6250,0.7205,8
fortran-diffusion-restart,0.875,,,0.1250,0.3702,8
framed-blob-catalog-audit,0.875,,,0.1250,0.2534,8
freeze-mount-recon,0.875,,,0.0000,0.1844,8
freight-conflict-plan,0.875,,,1.0000,1.0000,8
g2048-engine-adjudicator,0.875,,,0.0000,0.3000,8
garden-review-stars,0.875,,,1.0000,0.8500,8
gauss-hypergeometric-evaluator,0.875,,,0.0000,0.2456,8
gender-premium-gap,0.875,,,1.0000,0.9906,8
genealogical-rbpf-slam,0.875,,,0.0000,0.2938,8
geohash-seal-classifier,0.875,,,1.0000,0.9481,8
gift-card-breakage-ledger,0.875,,,1.0000,0.9250,8
gitignore-path-matcher,0.875,,,0.7500,0.7448,8
glacier-movement-pipeline,0.875,,,0.7500,0.7323,8
glasschorus-season-play,0.875,,,1.0000,1.0000,8
global-stemma-reconstruction,0.875,,,0.5000,0.5969,8
glyph-route-integrity,0.875,,,0.0000,0.2937,8
gnss-trajectory-calibration,0.875,,,0.3750,0.5577,8
go-attestation-verifier,0.875,,,1.0000,0.9812,8
go-quadrature-restore,0.875,,,1.0000,0.9822,8
go-toolchain-lock-planner,0.875,,,1.0000,0.9784,8
go-unit-resolver,0.875,,,0.1250,0.2178,8
gps-geodesy-report-fix,0.875,,,1.0000,0.9527,8
gpu-vector-placement,0.875,,,1.0000,0.9912,8
gradgroup-shard-packer,0.875,,,0.7500,0.7743,8
gradle-classpath-audit,0.875,,,0.0000,0.2804,8
gradle-offline-release,0.875,,,0.2500,0.2971,8
graph-nim-cycle-fix,0.875,,,0.8750,0.8733,8
grubenv-boot-coverage,0.875,,,0.0000,0.2250,8
guided-wave-calibration,0.875,,,0.3750,0.4820,8
hanabi-public-proof,0.875,,,0.0000,0.2712,8
haproxy-policy-gate,0.875,,,0.0000,0.2229,8
harden-json-decoder,0.875,,,0.0000,0.3000,8
hash-chain-attestation,0.875,,,0.8750,0.8928,8
helix-referee-repair,0.875,,,0.8750,0.8884,8
helm-values-drift-auditor,0.875,,,0.1250,0.3099,8
himalaya-missingness-repair,0.875,,,1.0000,0.9906,8
hmac-auth-audit,0.875,,,0.7500,0.7509,8
hop-constrained-network-design,0.875,,,0.8750,0.9125,8
hotcell-containment-schedule,0.875,,,0.3750,0.5348,8
hotel-cancel-prob-r,0.875,,,0.6250,0.7319,8
hpc-booking-contract-fix,0.875,,,1.0000,0.8875,8
hpc-node-booking-fix,0.875,,,0.2500,0.4049,8
http-boundary-sentry,0.875,,,0.1250,0.3092,8
hurwitz-zeta-regularizer,0.875,,,0.0000,0.1672,8
hypergeometric-real-eval,0.875,,,0.0000,0.2386,8
iam-grant-lifecycle,0.875,,,0.8750,0.8603,8
iam-trust-guard-fix,0.875,,,0.7500,0.8023,8
ical-recurrence-expander,0.875,,,0.0000,0.2693,8
identity-reconcile-trace,0.875,,,0.3750,0.4597,8
imperial-card-replayer,0.875,,,0.3750,0.5587,8
incremental-export-linker,0.875,,,0.8750,0.8663,8
iscsi-portal-generation-repair,0.875,,,0.3750,0.5560,8
isotonic-witness-repair,0.875,,,0.6250,0.6640,8
job-catalog-rollup-fix,0.875,,,1.0000,0.8875,8
journaled-replay-resume,0.875,,,0.1250,0.3812,8
jungle-ward-coverage,0.875,,,0.0000,0.2625,8
jwt-claims-profile-normalizer,0.875,,,1.0000,0.9764,8
k8s-policy-auditor,0.875,,,0.2500,0.4539,8
kalman-innovation-certificate,0.875,,,0.8750,0.8961,8
kfb-reconstruction-closure,0.875,,,0.0000,0.2847,8
kitchen-ticket-journal,0.875,,,0.2500,0.4731,8
kitting-inventory-ledger,0.875,,,0.0000,0.2913,8
kv-wal-replay-fix,0.875,,,0.0000,0.2091,8
kvlt-manifest-decoder,0.875,,,0.8750,0.9125,8
lane-handoff-drift,0.875,,,0.5000,0.5973,8
lcms-metabolite-solver,0.875,,,0.8750,0.8471,8
ledger-account-reconcile,0.875,,,0.3750,0.5594,8
ledger-recon-fx-voids,0.875,,,0.2500,0.4713,8
length-limited-prefix-code,0.875,,,0.6250,0.6646,8
lexicon-unit-reconciler,0.875,,,0.2500,0.3930,8
lineage-digest-reconcile,0.875,,,0.0000,0.1653,8
